author,content,date_time,id,language,number_of_likes,number_of_shares
shakira,"Escuchen una nueva canción, #Empire del nuevo álbum, Shakira (disponible el 25 de Marzo) http://t.co/43zevglAR9  ShakHQ",25/02/2014 22:00,4.38E+17,es,930,810
shakira,Shak estuvo ayer en Cartagena en la inauguración de la nueva escuela de la @fpiesdescalzos http://t.co/v24y58Pc6S SHQ http://t.co/RvnFHXneVV,25/02/2014 18:05,4.38E+17,es,1724,944
shakira,Gracias @fcbarcelona por esta cancha de fútbol en nuestra escuela @fpiesdescalzos de Cartagena.... http://t.co/LlQ4vdPzDf,25/02/2014 15:48,4.38E+17,es,1030,784
shakira,"Gracias a María Emma Mejía, Patricia Sierra y a todo mi equipo de @fpiesdescalzos por esta escuela tan maravillosa... http://t.co/HcaYlnTfXL",25/02/2014 14:39,4.38E+17,es,929,521
shakira,"Mañana Shak inaugura la nueva escuela @fpiesdescalzos en Cartagena,  ¡Ustedes la ayudaron a construir! ShakiraHQ http://t.co/ahBlnOVd6I",23/02/2014 20:56,4.38E+17,es,1747,1282
shakira,!Pueden ganar un video chat con Shak! Etiqueten #CantRememberToForgetYou en @Shazam. El app: http://t.co/95gN7rlOKo ShakHQ,21/02/2014 22:08,4.37E+17,es,595,403
shakira,!Shak regresa @NBCTheVoice el lunes! Vean esta entrevista en la que habla de su nueva pasión por los deportes… http://t.co/QdTsUVCnlq ShakHQ,21/02/2014 18:38,4.37E+17,es,622,389
shakira,!ESTRENO MUNDIAL! Ya pueden ver el vídeo de la canción  #NuncaMeAcuerdoDeOlvidarte (via @Vevo) - http://t.co/tAjIvqAjYX ShakHQ,20/02/2014 14:04,4.37E+17,es,1288,1249
shakira,"¡Fans de US, ya pueden bajar remix GRATUITO #CantRememberToForgetYou  @Target+@3DWhite en http://t.co/VKieKs6Fwl! SHQ http://t.co/C4W5NRWbNY",19/02/2014 21:46,4.36E+17,es,1000,485
shakira,Hoy por la educación de calidad para todos. Un foro que unirá voluntades. @ForosEspectador @fpiesdescalzos . Shak,19/02/2014 17:10,4.36E+17,es,863,596
shakira,Falta una semana para el regreso de Shak en @NBCTheVoice. ¿#TeamShakira están preparados? ShakHQ http://t.co/qO8hcodeeo,17/02/2014 18:53,4.35E+17,es,1266,726
shakira,¿Quieren participar en un video chat con Shak? Etiqueta #CantRememberToForgetYou en @Shazam para ganar!! http://t.co/BTVeuU7zPe ShakHQ,14/02/2014 21:02,4.34E+17,es,650,441
shakira,¡El nuevo álbum de Shakira será lanzado en 39 DÍAS! Pensamos que les gustaría ver la tapa...  ShakiraHQ http://t.co/gekHltbp3B,14/02/2014 19:02,4.34E+17,es,1730,1158
shakira,Para que no te acuerdes de olvidarla… En San Valentín regala Wild Elixir by Shakira: http://t.co/1lfuhQqKFg ShakHQ http://t.co/iFK90B85WV,14/02/2014 15:52,4.34E+17,es,899,482
shakira,Aquí les dejamos con un vídeo de Shakira hablando con @RyanSeacrest  sobre su colaboración con @rihanna   http://t.co/CPSa2BE1lS ShakHQ,12/02/2014 20:32,4.34E+17,es,730,460
shakira,Reciban un 20% de descuento en productos de la tienda de Shak hasta el sábado usando el código SKRVDES2014. http://t.co/tlt2TZhTyv ShakHQ,12/02/2014 16:51,4.34E+17,es,434,271
shakira,¡Shak tiene la segunda página más popular en Facebook en todo el mundo! ¡Increíble! Muchas gracias por su apoyo. ShakHQ,11/02/2014 23:04,4.33E+17,es,1052,709
shakira,!Nos encanta ver sus tweets de cuando escuchan #CantRememberToForgetYou en la radio (sigan publicándolos etiquetando la emisora)! ShakHQ,11/02/2014 18:17,4.33E+17,es,721,435
shakira,#CantRememberToForgetYou con @Rihanna está disponible en @iTunesMusic aquí http://t.co/DXLTr3L2pp http://t.co/qweaQTSB73,07/02/2014 20:49,4.32E+17,es,1397,756
shakira,¿Les gustó tanto el vídeo de #CantRememberToForgetYou que lo quieren guardar? ¡Ya está disponible en iTunes! http://t.co/zvA459xfh7   ShakHQ,05/02/2014 18:18,4.31E+17,es,972,611
shakira,¿Quieren ver el cómo se hizo del vídeo #CantRememberToForgetYou con Shak y @rihanna? Ahora ya pueden...  http://t.co/c8nO9ar106 ShakHQ,04/02/2014 19:15,4.31E+17,es,993,819
shakira,"¡Gracias a todos por tan lindos mensajes de cariño hoy día!
¡Los quiero! Shak http://t.co/iJWrb4zj6D",02/02/2014 15:23,4.30E+17,es,3177,2300
shakira,10M views in les than 24 hours! Wow! Amazing / ¡10M en menos de 24 horas! ¡Increíble! Shak  http://t.co/vBOCpRofYj,31/01/2014 23:01,4.29E+17,es,1624,1435
shakira,"Shakira: Off The Charts, que se presentó anoche en USA, también se emitirá en todo el mundo en E! Detalles aquí SHQ http://t.co/td7vpjvOq3",31/01/2014 21:36,4.29E+17,es,960,584
shakira,"!¡Wow, el vídeo de #CantRememberToForgetYou ya tiene tres millones de reproducciones en 11horas!! http://t.co/vBOCpRofYj ShakHQ",31/01/2014 13:03,4.29E+17,es,1224,1056
shakira,¿Ya han visto el increíble vídeo de #CantRememberToForgetYou de Shakira y Rihanna? http://t.co/GSHMgCK2gd ShakHQ,31/01/2014 09:30,4.29E+17,es,882,792
shakira,¡YA ESTA AQUÍ! ¡Vean el vídeo de  #CantRememberToForgetYou con Shakira y Rihanna en @VEVO AHORA http://t.co/GSHMgCK2gd ShakHQ,31/01/2014 01:36,4.29E+17,es,2938,3956
shakira,FALTA UNA HORA para el estreno de  #CantRememberToForgetYou en @VEVO. ¿Quién se apunta? ShakiraHQ http://t.co/IJkplQFl3Y,31/01/2014 00:35,4.29E+17,es,2265,1650
shakira,No se olviden de ver “Shakira: Off the Charts” en @EOnline @ENews esta noche a las 8pm ET/PT! ShakiraHQ http://t.co/wZOJAP4kOp,30/01/2014 22:57,4.29E+17,es,1300,833
shakira,"¡El vídeo de #CantRememberToForgetYou con @rihanna, se estrena ESTA NOCHE en @VEVO! Prepárense... http://t.co/ewcFT7sU3r ShakHQ",30/01/2014 20:37,4.29E+17,es,880,853
shakira,El vídeo de #CantRememberToForgetYou llega a @VEVO esta noche. Aquí podrán ver la hora del estreno en su país ShakHQ http://t.co/GQpqnixMgw,30/01/2014 14:13,4.29E+17,es,1026,1035
shakira,"Luego, el vídeo de #CantRemembertoForgetYou con @Rihanna se estrenará mañana en @VEVO a las 8.35pm EST. http://t.co/8WYX5lbE8v … ShakHQ",30/01/2014 00:49,4.29E+17,es,995,1087
shakira,"#CantRemembertoForgetYou ft. @Rihanna Rihanna se estrena mañana en un especial de @ENews @EOnline ""Shakira: Off The Charts"" a las 8pm EST.",30/01/2014 00:46,4.29E+17,es,651,565
shakira,¡El vídeo de #CantRememberToForgetYou con @Rihanna llega MAÑANA!! Shak http://t.co/xNRu2NwR5G,29/01/2014 18:53,4.29E+17,es,1907,1981
shakira,Si están en USA ya pueden reservar la Edición Deluxe de Shakira en @target  http://t.co/8CQzxIVrNu. Aquí el spot http://t.co/moLaDtg1l3 SHQ,27/01/2014 17:41,4.28E+17,es,538,415
shakira,"¡Si están en USA y viendo los #GRAMMYs, no se pierdan el comercial de @target del nuevo álbum de Shak! ShakHQ http://t.co/Wfej9m2HJq",27/01/2014 01:13,4.28E+17,es,1289,805
shakira,¡¡Hoy otro gol de mi amor!! Shak,26/01/2014 22:49,4.28E+17,es,2054,1323
shakira,!El vídeo de Can't Remember to Forget You con Shak y @Rihanna ya se acerca! ¿Están listos? ShakiraHQ http://t.co/8RZc93AwGx,25/01/2014 19:43,4.27E+17,es,1855,1396
shakira,"¡Shakira y @Target sumarán esfuerzos en la Edición Deluxe del nuevo álbum, Shakira! ¡Aquí está la tapa! ShakHQ http://t.co/4iCLERiGUV",24/01/2014 21:46,4.27E+17,es,1553,1167
shakira,"Wow, 80 million fans on Facebook?! You all make me feel so lucky / ¡¿80 millones en serio?! ¡Ésto es increíble! http://t.co/6byUmVIzX7",24/01/2014 16:03,4.27E+17,es,1539,901
shakira,¿Ya han escuchado #NuncaMeAcuerdoDeOlvidarte? Está aquí http://t.co/InWzkLkwPl ShakiraHQ,24/01/2014 12:59,4.27E+17,es,713,585
shakira,@AgaPique Gracias por todos sus mensajes tan cariñosos a Milan!,22/01/2014 21:47,4.26E+17,es,250,168
shakira,"""When the time came to put a name to this album…"" / ""Cuando llegó la hora de buscarle un título a este disco…"" https://t.co/uVpuLnRoRi",22/01/2014 14:09,4.26E+17,es,1083,1036
shakira,¿¿En serio ya pasó un año?? Shak http://t.co/0B1t4hddps,22/01/2014 11:16,4.26E+17,es,2456,1796
shakira,¡#NuncaMeAcuerdodeOlvidarte ya está aquí! Y ya está disponible en iTunes: http://t.co/43W5nqC29z ShakiraHQ http://t.co/tUl6P0Rpgq,21/01/2014 18:24,4.26E+17,es,1643,1253
shakira,#CantRememberToForgetYou • Una semana • 15 millones en YouTube • #1 en iTunes en 57 países • ¡Muchas Gracias! • SHQ http://t.co/74r8VE4Z3v,20/01/2014 19:25,4.25E+17,es,906,809
shakira,"""Mi mundo gira así, alrededor de ti, sólo me acuerdo de una parte..."" Nunca Me Acuerdo De Olvidarte",20/01/2014 13:39,4.25E+17,es,2199,2714
shakira,No se pierdan la entrevista exclusiva de Shak en @VEVO en la que habla de nuevo álbum y de colaborar con @rihanna http://t.co/Wxj5uwqm3d SHQ,17/01/2014 20:50,4.24E+17,es,919,815
shakira,"¡Ánimos que ya es viernes! Shak RT @IlianaPriego Shakireando  un rato, liberando el estrés en la oficina!! #Shak @shakira",17/01/2014 16:52,4.24E+17,es,602,380
shakira,Lo que dicen los críticos alrededor del mundo sobre #CantRememberToForgetYou. En iTunes: http://t.co/kDyswONOof  SHQ http://t.co/8YchmT07p6,15/01/2014 20:34,4.24E+17,es,1081,1005
shakira,"¡24 horas después de su estreno, #CantRememberToForgetYou con @Rihanna ya es número 1 en 39 países en iTunes! #muchasgracias ShakHQ",14/01/2014 14:17,4.23E+17,es,1130,1267
shakira,#CantRememberToForgetYou ft @Rihanna #1 on iTunes in Colombia and Barbados! / ¡número 1 en iTunes en Colombia y Barbados! #shakiriri ShakHQ,13/01/2014 18:56,4.23E+17,es,1299,1430
shakira,"#CantRememberToForgetYou con @Rihanna - del nuevo álbum de Shak, disponible el 25 Marzo - ya está en iTunes http://t.co/eFqRDdmDJG ShakHQ",13/01/2014 17:26,4.23E+17,es,942,1101
shakira,"Here it is! ¡Ya está aquí!
#CantRememberToForgetYou ft @Rihanna via @Vevo at http://t.co/74r8VE4Z3v ShakiraHQ",13/01/2014 14:30,4.23E+17,es,2637,4148
shakira,Revisando la mezcla de #CantRememberToForgetYou la última vez durante un rodaje con mi ingeniero @daveclaussmusic http://t.co/07LQbqaJ4h,13/01/2014 13:56,4.23E+17,es,1289,1116
shakira,"if you're not in the US, you'll hear #CantRememberToForgetYou very soon too! Si no están en US, van a escuchar la canción muy pronto ShakHQ",13/01/2014 13:40,4.23E+17,es,866,888
shakira,¡Hoy es el día! ¿Están preparados? #CantRememberToForgetYou @Rihanna ShakHQ,13/01/2014 13:03,4.23E+17,es,1202,1474
shakira,Milan dances even to my alarm clock!!¡¡Milan baila hasta con la alarma  de mi despertador!! Shak,10/01/2014 14:14,4.22E+17,es,2588,1675
shakira,Faltan CUATRO días para 'Can't Remember To Forget You' con @Rihanna!! Aquí está la tapa del sencillo… #soexcited Shak http://t.co/ESyeDkxcd7,09/01/2014 14:07,4.21E+17,es,3626,4188
shakira,Así se hizo la sesión de fotos para @glamourmag http://t.co/EkGCbyUHaF. Para comprar ejemplar para su iPad http://t.co/y6hS22rrWh  ShakHQ,08/01/2014 16:10,4.21E+17,es,594,446
shakira,Shak en la portada de la revista @glamourmag del mes de Febrero que ya está a la venta en Estados Unidos. ShakHQ http://t.co/u8zwREBsXM,07/01/2014 14:21,4.21E+17,es,1309,810
shakira,You guys ready? Jan 13 is almost here! ¿Están listos? El 13 de Enero se acerca / @Rihanna ­#rememberforget Shak http://t.co/ReiFOJ7THJ,06/01/2014 18:53,4.20E+17,es,4276,6154
shakira,Feliz año nuevo! Un beso grande! Shak RT @DDCG26 Feliz año.. happy new year @shakira,31/12/2013 22:30,4.18E+17,es,1327,865
shakira,"¡Milan y su primer ""caga tió"" (tradición navideña Catalana) en casa de su bisabuela! Shak http://t.co/uOwDqGAIfe",26/12/2013 13:12,4.16E+17,es,3610,2261
shakira,"¡Hoy 23 termino de escribir las últimas palabras de mi canción ""23""! / Today 23rd just finished writing the last words of my song ""23""! Shak",23/12/2013 21:26,4.15E+17,es,1688,1489
shakira,"Diomedes, nos regaló lo mejor de la parranda vallenata y sus versos alegres quedaran siempre grabados en nuestros corazones. Shak",23/12/2013 16:24,4.15E+17,es,2050,4459
shakira,Shak ha añadido más canciones en su playlist de Navidad de @Spotify. Para escucharlas http://t.co/gls8MLyEYJ ShakiraHQ,21/12/2013 20:23,4.14E+17,es,442,351
shakira,En 64 días vamos a inaugurar la 6a escuela de @fpiesdescalzos en #Cartagena. Ayúdanos a realizar este sueño http://t.co/MZAvz2b4MI  Shak,16/12/2013 17:03,4.13E+17,es,536,474
shakira,Conviértete en un héroe con corazón! Con tu apoyo podemos hacer la diferencia http://t.co/L7QybuWSBO Por los niños @TeletonUSA @Univision,14/12/2013 21:44,4.12E+17,es,647,632
shakira,"Muy pronto lo sabrán! Un besito #loprometo Shak  RT @AdictosPorShak: @shakira Shakira, como se llamara tu single??? Te amamos guapa!!",10/12/2013 22:12,4.11E+17,es,695,699
shakira,!Muchas gracias! !Falta muy poquito! Shak RT @vlorcaSabi: @shakira que ganas de escuchar toda tu nueva música!!,10/12/2013 22:11,4.11E+17,es,489,467
shakira,"Mandela se ha ido, pero nos deja su liderazgo, su espíritu de paz y su capacidad de reconciliación. Shak #MandelaMemorial",10/12/2013 11:29,4.10E+17,es,1035,1216
shakira,Acabo de terminar el vídeo de mi primer sencillo con el director Joseph Kahn! Shak,08/12/2013 13:02,4.10E+17,es,1611,1606
shakira,¡Qué no haría por esos ojitos azules! Shak http://t.co/D7eZQERD5G,03/12/2013 15:27,4.08E+17,es,4926,2832
shakira,Volando sobre los Alpes y extrañando mucho a mis dos amores. Shak http://t.co/cbBrTGXhZG,03/12/2013 12:51,4.08E+17,es,1574,823
shakira,En menos de 12 horas finaliza el descuento del 20% en la tienda de Shak.Código SKR20OFF13S http://t.co/flpmv1a42I SHQ http://t.co/b4exy6txE0,02/12/2013 20:13,4.08E+17,es,514,283
shakira,¡En el básket viendo FC Barcelona vs Fenerbahce! Shak http://t.co/I6oju9by9U,29/11/2013 23:19,4.07E+17,es,949,642
shakira,Introducimos nuevos productos en la tienda de Shak. Consigan descuentos del 20% usando SKR20OFF13E (antes 3Dic) http://t.co/vGCTIMwMvD SHQ,29/11/2013 17:01,4.06E+17,es,340,263
shakira,It's amazing where a bag of onions can lead you…  / Es increíble dónde una bolsa de cebollas te pueden llevar http://t.co/mFVEIyW110 ShakHQ,26/11/2013 19:14,4.05E+17,es,625,632
shakira,"¡Papi no es el único que está concentrado, yo también! (¡En los Pirineos!) http://t.co/rYYXY6nLwA",25/11/2013 15:27,4.05E+17,es,1491,956
shakira,¡Escribiendo las últimas letras para mi álbum...inspira el aire de Perpignan! http://t.co/WiIJrlqsms,23/11/2013 14:32,4.04E+17,es,1871,1151
shakira,¡Hoy haciendo musica desde Perpignan! Shak http://t.co/Ok83qlALdd,21/11/2013 18:25,4.04E+17,es,1589,1039
shakira,.@movimientoalas y @millicom unidos por la primera infancia en Centro América! http://t.co/AoTnleWjnm,18/11/2013 18:26,4.03E+17,es,317,271
shakira,.@UNICEF sigue necesitando de su ayuda en las #Filipinas. Para donar: http://t.co/I5Qh2x61BY Shak #Haiyan http://t.co/BVagQfseim,15/11/2013 16:39,4.01E+17,es,519,538
shakira,Esta semana en el año 2001: Shak lanzó Servicio de Lavandería #ThrowbackThursday #TBT ShakiraHQ http://t.co/XrGUinr0Vm,14/11/2013 18:50,4.01E+17,es,1162,749
shakira,La tormenta más poderosa de la historia. El Tifón #Haiyan ha afectado a 4 millones de niños. Para donar http://t.co/I5Qh2x61BY @UNICEF,12/11/2013 18:31,4.00E+17,es,449,704
shakira,.@UNICEF está mandando suministros de manera urgente a los niños más necesitados por el tifón #Haiyan. Para donar: http://t.co/ZHdkNPtTmn,11/11/2013 22:16,4.00E+17,es,402,577
shakira,Esperamos que les haya gustado la charla de hoy con @3DWhite . Aquí les dejamos con una foto que hicimos a Shakira http://t.co/5gdWoAOCVr,08/11/2013 20:20,3.99E+17,es,1170,679
shakira,La entrevista a Shakira des de Barcelona con @3DWhite y @OralB va a empezar muy pronto. Para verla en vivo http://t.co/KCDqPl43VG  ShakHQ,08/11/2013 17:58,3.99E+17,es,331,321
shakira,"Mañana, Shak será entrevistada en vivo para @3DWhite y @OralB a las 1pm ET / 7pm CET. Preguntas? #AskShak ShakHQ",07/11/2013 19:12,3.99E+17,es,394,463
shakira,"Perdiéndome el partido de hoy por causa del trabajo, pero mucha suerte Barça y mucha suerte mi amor!!! Shak",06/11/2013 20:03,3.98E+17,es,1289,1265
shakira,Paseando hoy en una plaza del sur de Francia después de una tarde de trabajo. Shak http://t.co/IubVtwCHmF,04/11/2013 00:21,3.97E+17,es,1056,753
shakira,¡No se pierdan el nuevo anuncio de Shakira para @3DWhite y @OralB! http://t.co/HQJxPRjrO0 ShakiraHQ,29/10/2013 20:05,3.95E+17,es,466,432
shakira,"GIZ, La agencia alemana de cooperación nos continúa apoyando con el plan educativo del  colegio en Cartagena.Gracias! http://t.co/sHgIV8f7L1",29/10/2013 14:52,3.95E+17,es,278,291
shakira,"¡A la familia de @elheraldoco felicitaciones en sus 80 años de historia!
Shak",28/10/2013 16:43,3.95E+17,es,423,502
shakira,¡¡Viniendo de Francia para el partido de mañana!! Shak,25/10/2013 17:19,3.94E+17,es,719,860
shakira,Celebrando 10 años con @UNICEF. Agradecida por lo que aprendi hasta ahora e ilusionada por seguir trabajando. Shak http://t.co/CdTrtcISuc,24/10/2013 20:03,3.93E+17,es,1021,1017
shakira,¡@MovimientoALAS participa y apoya la Semana de la Inclusión Social por la Primera infancia en Perú! http://t.co/yrJn5h7TEv,21/10/2013 19:35,3.92E+17,es,319,418
shakira,Esto me hizo pensar en Milan... Shak http://t.co/peC2tUNG04,20/10/2013 13:52,3.92E+17,es,807,929
shakira,No se pierdan un clip exclusivo de la canción LOCA del concierto #Unleash de @TMobileLatino de Nueva York! http://t.co/tldLK7AxjN  ShakiraHQ,18/10/2013 15:19,3.91E+17,es,450,531
shakira,¡Exclusiva! ¡No se pierdan a Shakira interpretar WHENEVER WHEREVER en el concierto de TMobile #Unleash! http://t.co/5t1GRPsnyF  ShakiraHQ,18/10/2013 01:02,3.91E+17,es,473,545
shakira,Día Mundial de la Alimentación: Una nutrición adecuada ayuda al rendimiento escolar de los niños. Shak   http://t.co/iOEckaq3m8,16/10/2013 17:11,3.91E+17,es,436,693
shakira,"Clearly this one was made for me! ¡Sin ninguna duda, esto está hecho para mi! Shak http://t.co/MXDz1XhQnZ",16/10/2013 03:57,3.90E+17,es,550,583
shakira,@3gerardpique Nos vemos Colombia vs España en la final!! Muuuuah!! Shak,11/10/2013 23:56,3.89E+17,es,1696,3389
shakira,Eso mi Colombia!!! El Metropolitano de Barranquilla es tu talismán!! Shak,11/10/2013 23:21,3.89E+17,es,2370,4331
shakira,La nueva escuela @fpiesdescalzos en #Cartagena está avanzando - Para comprar un ladrillo y ayudar a finalizarla http://t.co/LxXcgnaSEJ SHQ,11/10/2013 17:53,3.89E+17,es,312,385
shakira,¡¡¡¡Fuerza Colombia!!!! #VamosColombia Shak,11/10/2013 16:16,3.89E+17,es,1024,1794
shakira,"Como muestra de agradecimiento de Shak a todos sus fans, consigan autógrafo digital aquí http://t.co/50D6khhojh ShakiraHQ",10/10/2013 00:44,3.88E+17,es,445,469
shakira,¡Es muy inspirador ver a gente de todo el mundo juntos en #NYC! @TMobile ShakiraHQ http://t.co/7q0sRZ7n17,10/10/2013 00:30,3.88E+17,es,627,554
shakira,.@aeacolombia lanza #ProgramadeApadrinamiento ¡Haz de su futuro tu causa! http://t.co/POsU8yaMut,09/10/2013 19:58,3.88E+17,es,222,255
shakira,El escenario ya está listo para el concierto de @TMobile de hoy en Bryant Park (Nueva York). ¿Quién tiene tickets? http://t.co/0QMmIYLIdl,09/10/2013 18:01,3.88E+17,es,509,522
shakira,¡Con @MovimientoALAS continuamos avanzando! http://t.co/erZRCCsXoH http://t.co/AKvScfxVX6,08/10/2013 15:27,3.88E+17,es,474,449
shakira,Aquí les dejamos con una foto del rodaje del anuncio de #Crest #3DWhite que será lanzado próximamente #smile http://t.co/Ao92bEQBjo,07/10/2013 18:27,3.87E+17,es,936,775
shakira,Waka Waka en Español es el 7o vídeo de Shakira #Certified en @vevo (100 millones). Gracias #ShakiFans http://t.co/1gknJxxy3M ShakiraHQ,03/10/2013 18:39,3.86E+17,es,502,584
shakira,"#tbt #throwbackthursday 
Recordando el concierto de Shakira en uno de los mejores festivales del mundo… http://t.co/28M8xXiOr5",26/09/2013 15:05,3.83E+17,es,457,517
shakira,"¡Shakirova en acción, próximamente en Wimbledon! Shak #instavideo http://t.co/beTOHSvSH5",25/09/2013 16:41,3.83E+17,es,358,385
shakira,Waka Waka en Español está a punto de llegar a los 100 millones de reproducciones.Será 7o video #certified   @VEVO http://t.co/1gknJxxy3M SHQ,23/09/2013 17:55,3.82E+17,es,389,561
shakira,De Francia a Barcelona hoy para una sesión con Puig y @JaumedeLaiguana Shak,23/09/2013 15:04,3.82E+17,es,380,445
shakira,"Grande Victor, Messi y Piqueeeeee!! Shak",18/09/2013 20:50,3.80E+17,es,1665,3257
shakira,... (cont) la importancia de invertir en programas de desarrollo infantil temprano de calidad para nuestros niños  #HispanicEd  Shak,18/09/2013 16:19,3.80E+17,es,317,388
shakira,Hoy en Miami se está hablando sobre un tema de gran relevancia:  la importancia de... (cont),18/09/2013 16:18,3.80E+17,es,283,324
shakira,Los programas de desarrollo infantil temprano aportan una base a todos los niños que garantiza su futuro éxito escolar #HispanicEd Shak,17/09/2013 13:32,3.80E+17,es,416,636
shakira,¡Hoy basquet y patinaje en el hielo... En la pista de Hielo del Barça! Today basket and ice skating! Shak http://t.co/yBiBOxsc2c,13/09/2013 15:14,3.79E+17,es,553,663
shakira,¡Hoy voy en patines! Shak http://t.co/eYVjLmLf4b,10/09/2013 20:53,3.78E+17,es,621,770
shakira,¡Suerte a Colombia esta noche en las eliminatorias para el mundial! Shak,06/09/2013 19:21,3.76E+17,es,1063,1626
shakira,"Happy bday Daddy, it's only 82 years!  / ¡Feliz cumple papito, son sólo 82 añitos! Shak http://t.co/2ENoqVVpKt",06/09/2013 15:28,3.76E+17,es,707,712
shakira,¡Estamos a 167 días de concluir nuestro Colegio en Cartagena! @fpiesdescalzos Shak http://t.co/2X14GaJm1g,06/09/2013 14:58,3.76E+17,es,699,666
shakira,¡En esto estoy! ¡Viene muy rock! Shak “@Tayosaid: @shakira Shakira Ya No Aguanto Mas Quiero El Nuevo Álbum Ya(: #NuevoAlbumShakira´+}+”,31/08/2013 21:49,3.74E+17,es,670,861
shakira,¡Ayer en la tarde escribiendo música y en la noche en el estadio celebrando la victoria del Barça! Shak  http://t.co/GdctNFxs9J,29/08/2013 13:14,3.73E+17,es,1381,1152
shakira,¡Mi primer vídeo en instagram! http://t.co/hcOBlx6wV5,28/08/2013 16:07,3.73E+17,es,570,669
shakira,Grabando un anuncio con @akerlund_jonas! @crest @oralb #3DWhite #comingsoon #smile Shak http://t.co/qEZH9ANyqQ,25/08/2013 15:13,3.72E+17,es,1568,1159
shakira,¡Waka Waka lidera el ránking de @billboard de las canciones de la Copa Mundial! http://t.co/STPTJWuNyf El vídeo http://t.co/1gknJxxy3M SHQ,19/08/2013 16:24,3.69E+17,es,599,807
shakira,Hoy con la madrina-tía abuela que nos vino a visitar y los pirineos franceses al fondo! http://t.co/0x96NGvqHK,18/08/2013 17:55,3.69E+17,es,508,562
shakira,Hoy mis suegros me han venido a visitar en mi refugio francés! Shak http://t.co/8Su6w50fRW,17/08/2013 18:39,3.69E+17,es,1369,883
shakira,"In the tranquil French countryside! ¡Ya en la tranquilidad de la campiña francesa!"" Shak http://t.co/YiVkl4KMVX",16/08/2013 16:28,3.68E+17,es,2675,1859
shakira,Determinados artículos en la tienda de Shakira están rebajados un 25%. Visiten http://t.co/YkoIRFVk7w ShakiraHQ http://t.co/9WZptWBAgU,15/08/2013 19:28,3.68E+17,es,392,313
shakira,Shak en la portada de la revista @SELFmagazine (USA) de este mes de Septiembre! ShakiraHQ http://t.co/cqrAv1Xi39,13/08/2013 17:17,3.67E+17,es,831,700
shakira,¡¡¡¡Golazo!!!! Shak http://t.co/v8ZPgQBS0U http://t.co/123p3Bf7bJ,11/08/2013 16:45,3.67E+17,es,1123,1160
shakira,¡¡ Ese es él !! http://t.co/AeiftdBamN Shak,09/08/2013 23:53,3.66E+17,es,732,922
shakira,"Por cada dólar invertido en la educación básica de un niño, eventualmente se le retribuirán 17 dólares al Estado http://t.co/KzKPy0gvaj",09/08/2013 16:34,3.66E+17,es,309,543
shakira,Ya pueden leer en español el artículo que Shakira escribió en el @HuffingtonPost sobre educación http://t.co/KzKPy0gvaj @fpiesdescalzos SHQ,09/08/2013 16:32,3.66E+17,es,305,432
shakira,"Si no han ganado la camiseta de Addicted To You, les informamos que está disponible aquí-&gt; http://t.co/SQvrdDq1GI SHQ http://t.co/Z6cGsAtmfP",09/08/2013 14:59,3.66E+17,es,405,320
shakira,"¡Felicitaciones a @PhoenixP3OmarMI, La camiseta de ATY es tuya (seleccionado al azar)! Muchas gracias a todos por participar. SHQ",09/08/2013 14:54,3.66E+17,es,179,211
shakira,Con mucho dolor he recibido las noticias sobre Betty Pino. Lamento mucho su partida. Siempre le estaré agradecida por su apoyo incondicional,07/08/2013 18:22,3.65E+17,es,479,693
shakira,"Para celebrarlo, gane una camiseta de Addicted To You mandando un tweet con #addictedcertified Quedan 24 horas ShakHQ http://t.co/gGK10NfmW1",07/08/2013 17:38,3.65E+17,es,655,710
shakira,"El vídeo de ""Addicted to You"" es el sexto vídeo de Shak certificado por @VEVO. ¡Muchas gracias! http://t.co/BBNX7OFfBc  ShakHQ",07/08/2013 17:32,3.65E+17,es,374,447
shakira,El vídeo de Addicted To You está a punto de ser Certificado por @VEVO (100 millones) http://t.co/BBNX7OFfBc  ShakHQ #addictedcertified,06/08/2013 14:35,3.65E+17,es,364,466
shakira,Una historia que nos inspira a todos. Les presento al #PadreCirilioCNNHero http://t.co/aGhgINLZl8 Shak,02/08/2013 14:52,3.63E+17,es,403,3187
shakira,"En el #ThrowbackThursday de hoy, recordamos los ensayos de la gira Sale el Sol. Fueron en Toronto en el año 2010 SHQ http://t.co/5D3BGjtvKn",01/08/2013 21:22,3.63E+17,es,700,569
shakira,Shak is the new ambassador for @OralB @Crest #3DWhite! Shak es la nueva embajadora de Oral-B &amp; Crest #3DWhite! ShakHQ http://t.co/DrVmqBUcN8,23/07/2013 19:08,3.60E+17,es,1345,1125
shakira,La construcción de la nueva escuela de @fpiesdescalzos empezó! Para hacer su donación http://t.co/zzmsiEks95    http://t.co/oClyx5R9di SHQ,17/07/2013 15:26,3.58E+17,es,787,793
shakira,¡¡Felicidades a mi Club de fans Shakira Pies Descalzos por sus 18 años!! Shak,15/07/2013 20:30,3.57E+17,es,771,868
shakira,¡Vacaciones con papi! http://t.co/4uJ5ijPmEj,14/07/2013 22:30,3.57E+17,es,4881,4143
shakira,Algo muy salvaje está a punto de ocurrir... http://t.co/8kbAe6jpOf ShakiraHQ,05/07/2013 15:25,3.53E+17,es,494,683
